"Name","PFS","Source","Rarity","Traits","Level","Prerequisites","Benefits","Spoilers?"
"<u><a href=""Feats.aspx?ID=2244"">Spellmaster's Ward</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"" title=""PFS Guide"">PFS Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=1134"">Spellmaster Dedication</u></a>","You can create a number of powerful shielding runes that bolster your defenses against damaging spells by absorbing the worst of the energy to keep you safe.","—"
"<u><a href=""Feats.aspx?ID=921"">Spy's Countermeasures</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=6"" title=""World Guide"">World Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=917"">Lion Blade Dedication</u></a>","You’ve learned how to analyze and fake your responses to the most common magic used against spies.","—"
"<u><a href=""Feats.aspx?ID=2202"">Steal the Sky</a></u>","—","<u><a href=""Sources.aspx?ID=47"" title=""Pathfinder #158: Sixty Feet Under"">Pathfinder #158</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=2198"">Jalmeri Heavenseeker Dedication</u></a>","You can take away the air that keeps a flying foe aloft.","—"
"<u><a href=""Feats.aspx?ID=1499"">Surging Might</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=104"">Manipulate</a></u>, <u><a href=""Traits.aspx?ID=107"">Metamagic</a></u>, <u><a href=""Traits.aspx?ID=319"">Oracle</a></u>","10","&mdash;","With a complex gesture, you focus the divine power of your spell to overcome enemies' resistances.","—"
"<u><a href=""Feats.aspx?ID=1470"">Suspect of Opportunity</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=318"">Investigator</a></u>","10","&mdash;","Sometimes something intrudes upon your case unexpectedly, such as an ambush sent to bring your investigation to a close.","—"
"<u><a href=""Feats.aspx?ID=2874"">Sustaining Steel</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=11"">Arcane</a></u>, <u><a href=""Traits.aspx?ID=89"">Healing</a></u>, <u><a href=""Traits.aspx?ID=389"">Magus</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>, <u><a href=""Traits.aspx?ID=128"">Positive</a></u>","10","<a style=""text-decoration:underline"" href=""Actions.aspx?ID=756"">Arcane Cascade</a>, <a style=""text-decoration:underline"" href=""HybridStudies.aspx?ID=1"">inexorable iron hybrid study</a>","You pull magic into your weapon, using its substance to transform the magic into restorative energy.","—"
"<u><a href=""Feats.aspx?ID=1651"">Symphony of the Unfettered Heart</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>","10","&mdash;","You learn the <i>symphony of the unfettered heart</i> composition spell, which enables you to protect an ally against incapacitating conditions.","—"
"<u><a href=""Feats.aspx?ID=580"">Tactical Debilitations</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=139"">Rogue</a></u>","10","<a style=""text-decoration:underline"" href=""Rackets.aspx?ID=2"">scoundrel racket</a>; <a style=""text-decoration:underline"" href=""Classes.aspx?ID=10"">Debilitating Strike</a>","You learn new debilitations that grant you tactical advantages against your foes.","—"
"<u><a href=""Feats.aspx?ID=1622"">Tangle of Battle</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=18"">Barbarian</a></u>, <u><a href=""Traits.aspx?ID=135"">Rage</a></u>","10","&mdash;","Your incredibly vicious Strike pulls you right in close, giving you the opportunity to grab your foe.","—"
"<u><a href=""Feats.aspx?ID=1547"">Targeting Finisher</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=322"">Finisher</a></u>, <u><a href=""Traits.aspx?ID=321"">Swashbuckler</a></u>","10","&mdash;","Your attack harms and hinders your foe.","—"
"<u><a href=""Feats.aspx?ID=1113"">Tempest-Sun Shielding</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=1108"">Tempest-Sun Redirection</u></a>","You transform unrealized spell energy into a protective shield.","—"
"<u><a href=""Feats.aspx?ID=1580"">Temporary Potions</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=323"">Witch</a></u>","10","<u><a href=""Feats.aspx?ID=1562"">Cauldron</u></a>","During your daily preparations, you can create a batch of two temporary oils or potions using a formula you know.","—"
"<u><a href=""Feats.aspx?ID=1775"">Terrain Transposition</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=136"">Ranger</a></u>","10","warden spells","You are so connected to the wilderness that you can magically jump from place to place within it.","—"
"<u><a href=""Feats.aspx?ID=161"">Terrifying Howl</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=16"">Auditory</a></u>, <u><a href=""Traits.aspx?ID=18"">Barbarian</a></u>, <u><a href=""Traits.aspx?ID=135"">Rage</a></u>","10","<u><a href=""Feats.aspx?ID=796"">Intimidating Glare</u></a>","You unleash a terrifying howl.","—"
"<u><a href=""Feats.aspx?ID=1705"">Through Spell</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=26"">Cleric</a></u>, <u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=107"">Metamagic</a></u>","10","&mdash;","Spells you cast can transform briefly into vital essence, traveling harmlessly through living and undead creatures between you and your target, blocked only by solid objects.","—"
"<u><a href=""Feats.aspx?ID=933"">Tiller's Aid</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=8"" title=""Pathfinder #147: Tomorrow Must Burn"">Pathfinder #147</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=928"">Bellflower Dedication</u></a>","You can quickly Aid your crop.","<u><a href=""Setting.aspx?Group=2"">Age of Ashes</a></u>"
"<u><a href=""Feats.aspx?ID=932"">Tiller's Drive</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=8"" title=""Pathfinder #147: Tomorrow Must Burn"">Pathfinder #147</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=928"">Bellflower Dedication</u></a>","Increase your Speed and that of your crop.","<u><a href=""Setting.aspx?Group=2"">Age of Ashes</a></u>"
"<u><a href=""Feats.aspx?ID=2014"">Topple Foe</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=2005"">Marshal Dedication</u></a>; trained in <u><a href=""Skills.aspx?ID=3"">Athletics</u></a>","You take advantage of the opening created by your ally to tip your foe off their feet.","—"
"<u><a href=""Feats.aspx?ID=1927"">Trampling Charge</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=73"">Flourish</a></u>","10","<u><a href=""Feats.aspx?ID=1919"">Cavalier Dedication</u></a>","You urge your mount forward, trampling enemies in your path.","—"
"<u><a href=""Feats.aspx?ID=2926"">Transpose</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>, <u><a href=""Traits.aspx?ID=104"">Manipulate</a></u>, <u><a href=""Traits.aspx?ID=392"">Summoner</a></u>, <u><a href=""Traits.aspx?ID=156"">Teleportation</a></u>","10","&mdash;","You switch places with your eidolon.","—"
"<u><a href=""Feats.aspx?ID=1878"">Tumbling Opportunist</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=15"">Attack</a></u>","10","<u><a href=""Feats.aspx?ID=1873"">Acrobat Dedication</u></a>","You use a burst of stamina to perform a breathtaking feat of Acrobatics as you speed through a foe's space, leaving your foe lying flat on their back.","—"
"<u><a href=""Feats.aspx?ID=523"">Twin Riposte</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=71"">Fighter</a></u>, <u><a href=""Traits.aspx?ID=136"">Ranger</a></u>","10","&mdash;","A clever parry with one weapon leaves your opponent open to an attack with the other weapon.","—"
"<u><a href=""Feats.aspx?ID=732"">Uncanny Dodge</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=727"">Rogue Dedication</u></a>","You gain the deny advantage class feature.","—"
"<u><a href=""Feats.aspx?ID=1928"">Unseat</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=1919"">Cavalier Dedication</u></a>","You attempt to knock an opponent off their mount.","—"
"<u><a href=""Feats.aspx?ID=1600"">Unstable Concoction</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=7"">Alchemist</a></u>","10","&mdash;","You can create extraordinary—albeit volatile—alchemical wonders, though they have an unfortunate tendency to violently explode when you use them.","—"
"<u><a href=""Feats.aspx?ID=200"">Unusual Composition</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=104"">Manipulate</a></u>, <u><a href=""Traits.aspx?ID=107"">Metamagic</a></u>","10","<a style=""text-decoration:underline"" href=""Muses.aspx?ID=3"">polymath muse</a>","You can translate the emotion and power of a composition to other mediums.","—"
"<u><a href=""Feats.aspx?ID=1114"">Uzunjati Recollection</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","10","<u><a href=""Feats.aspx?ID=1109"">Uzunjati Storytelling</u></a>; master in a <a style=""text-decoration:underline"" href=""Actions.aspx?ID=26"">Recall Knowledge</a> skill","You tell a story spontaneously from nearly forgotten facts, delving into your memory and entertaining your audience in the process.","—"
"<u><a href=""Feats.aspx?ID=581"">Vicious Debilitations</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=139"">Rogue</a></u>","10","<a style=""text-decoration:underline"" href=""Rackets.aspx?ID=1"">ruffian racket</a>; <a style=""text-decoration:underline"" href=""Classes.aspx?ID=10"">Debilitating Strike</a>","The debilitations you dish out seriously impair your foes.","—"
"<u><a href=""Feats.aspx?ID=2169"">Vigil's Walls Rise Anew!</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=40"" title=""Legends"">Legends</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=1092"">Knight Vigilant Dedication</u></a>","You can train your allies to Raise a Shield on your order","—"
"<u><a href=""Feats.aspx?ID=1136"">Ward Casting</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=1134"">Spellmaster Dedication</u></a>; <u><a href=""Feats.aspx?ID=194"">Steady Spellcasting</u></a>","You carefully ward your spell by drawing from a mantle of magical energy you prepared to protect your casting, increasing your chance of retaining the spell.","—"
"<u><a href=""Feats.aspx?ID=524"">Warden's Step</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=136"">Ranger</a></u>","10","master in <u><a href=""Skills.aspx?ID=15"">Stealth</u></a>","You can guide your allies to move quietly through the wilderness.","—"
"<u><a href=""Feats.aspx?ID=1150"">Weapon-Rune Shifter</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=13"" title=""Pathfinder #148: Fires of the Haunted City"">Pathfinder #148</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=1146"">Crystal Keeper Dedication</u></a>","You learn how to alter the magic of weapon runes by using a crystal as a focusing component.","—"
"<u><a href=""Feats.aspx?ID=2927"">Weighty Impact</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=394"">Evolution</a></u>, <u><a href=""Traits.aspx?ID=392"">Summoner</a></u>","10","&mdash;","Your eidolon knocks enemies down.","—"
"<u><a href=""Feats.aspx?ID=1197"">Whirlwind Stance</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=21"" title=""Pathfinder #151: The Show Must Go On"">Pathfinder #151</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=73"">Flourish</a></u>, <u><a href=""Traits.aspx?ID=152"">Stance</a></u>","10","<u><a href=""Feats.aspx?ID=1193"">Staff Acrobat Dedication</u></a>; expert proficiency in your staff","You use your staff as a defensive implement as well as an offensive one.","Extinction Curse"
"<u><a href=""Feats.aspx?ID=1236"">Widen the Gap</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=29"" title=""Pathfinder #153: Life's Long Shadow"">Pathfinder #153</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","&mdash;","Once you have penetrated a foe’s defenses, you can home in on the same spot to exploit your opponent’s wound and deal some serious damage.","—"
"<u><a href=""Feats.aspx?ID=466"">Wind Jump</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=112"">Monk</a></u>","10","ki spells","You gather the wind beneath you, allowing you to soar as you jump.","—"
"<u><a href=""Feats.aspx?ID=467"">Winding Flow</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=112"">Monk</a></u>","10","&mdash;","Any journey consists of more than simply reaching your destination.","—"
"<u><a href=""Feats.aspx?ID=1581"">Witch's Communion</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=323"">Witch</a></u>","10","<u><a href=""Feats.aspx?ID=1575"">Witch's Charge</u></a>","You can keep watch over multiple charges.","—"
"<u><a href=""Feats.aspx?ID=2693"">Wronged Monk's Wrath</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=85"" title=""Pathfinder #166: Despair on Danger Island"">Pathfinder #166</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=112"">Monk</a></u>","10","ki spells","You gain the wronged monk's wrath ki spell.","<u><a href=""Setting.aspx?Group=7"">Fists of the Ruby Phoenix</a></u>"
"<u><a href=""Feats.aspx?ID=2105"">A Home in Every Port</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=49"">Downtime</a></u>, <u><a href=""Traits.aspx?ID=78"">General</a></u>","11","Charisma 16","Spend downtime to gain free lodging for a night.","—"
"<u><a href=""Feats.aspx?ID=2115"">Caravan Leader</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>","11","<u><a href=""Feats.aspx?ID=2140"">Pick up the Pace</u></a>; Constitution 18","Your group can Hustle for much longer.","—"
"<u><a href=""Feats.aspx?ID=795"">Incredible Investiture</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>","11","Charisma 16","Invest up to 12 magic items.","—"
"<u><a href=""Feats.aspx?ID=2133"">Incredible Scout</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>","11","master in Perception","Grant allies +2 to initiative rolls when Scouting.","—"
"<u><a href=""Feats.aspx?ID=2070"">Additional Shadow Magic</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","12","<u><a href=""Feats.aspx?ID=2069"">Shadow Magic</u></a>","Choose an additional shadowdancer focus spell you haven't already selected from Shadow Magic.","—"
"<u><a href=""Feats.aspx?ID=1076"">Advanced Order Training</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","12","<u><a href=""Feats.aspx?ID=907"">Hellknight Armiger Dedication</u></a>; <u><a href=""Feats.aspx?ID=1078"">Hellknight Dedication</u></a> or <u><a href=""Feats.aspx?ID=1082"">Hellknight Signifer Dedication</u></a>","You gain the greater order benefit for the Hellknight order to which you belong.","—"
"<u><a href=""Feats.aspx?ID=2665"">Advanced Seeker of Truths</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=75"" title=""Pathfinder #164: Hands of the Devil"">Pathfinder #164</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","12","<u><a href=""Feats.aspx?ID=2658"">Eldritch Researcher Dedication</u></a>; <u><a href=""Feats.aspx?ID=2659"">Seeker of Truths</u></a>","You have unlocked deeper secrets to uncovering and hoarding lore.","—"
