"Name","PFS","Source","Rarity","Traits","Level","Prerequisites","Benefits","Spoilers?"
"<u><a href=""Feats.aspx?ID=2850"">Force Fang</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=389"">Magus</a></u>","2","focus pool","You can turn your attack into an unerring blur of force.","—"
"<u><a href=""Feats.aspx?ID=1983"">Fresh Ingredients</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","2","<u><a href=""Feats.aspx?ID=1982"">Herbalist Dedication</u></a>; expert in <u><a href=""Skills.aspx?ID=10"">Nature</u></a>","When using Natural Medicine to Treat Wounds, you can spend a batch of herbs to gain the +2 circumstance bonus from having fresh ingredients, even if not in wilderness.","—"
"<u><a href=""Feats.aspx?ID=136"">Furious Finish</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=18"">Barbarian</a></u>, <u><a href=""Traits.aspx?ID=135"">Rage</a></u>","2","&mdash;","Desperate to finish the fight, you pour all your rage into one final blow.","—"
"<u><a href=""Feats.aspx?ID=2995"">Geomancer Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","ability to cast spells from spell slots; at least one spell with the <a style=""text-decoration:underline"" href=""Traits.aspx?ID=5"">air</a>, <a style=""text-decoration:underline"" href=""Traits.aspx?ID=27"">cold</a>, <a style=""text-decoration:underline"" href=""Traits.aspx?ID=55"">earth</a>, <a style=""text-decoration:underline"" href=""Traits.aspx?ID=72"">fire</a>, <a style=""text-decoration:underline"" href=""Traits.aspx?ID=125"">plant</a>, or <a style=""text-decoration:underline"" href=""Traits.aspx?ID=165"">water</a> trait; trained in <u><a href=""Skills.aspx?ID=10"">Nature</u></a>","You feel a deep connection to the world no matter where you are, a phenomenon known as “terrain attunement.” When you expend a spell slot to cast a spell with a trait that corresponds to the type of terrain you are currently in (as listed below), you gain the terrain attunement effect for that type of terrain.","—"
"<u><a href=""Feats.aspx?ID=2710"">Ghost Eater Dedication</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=85"" title=""Pathfinder #166: Despair on Danger Island"">Pathfinder #166</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","trained in <u><a href=""Skills.aspx?ID=11"">Occultism</u></a> or <u><a href=""Skills.aspx?ID=13"">Religion</u></a>","You have trained as a ghost eater, a hunter specialized in the destruction of spirits.","<u><a href=""Setting.aspx?Group=7"">Fists of the Ruby Phoenix</a></u>"
"<u><a href=""Feats.aspx?ID=2277"">Ghost Hunter Dedication</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=71"" title=""Pathfinder #163: Ruins of Gauntlight"">Pathfinder #163</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","trained in <u><a href=""Skills.aspx?ID=11"">Occultism</u></a> or <u><a href=""Skills.aspx?ID=13"">Religion</u></a>","You have focused your training on hunting and defeating ghosts, spirits, and all manner of haunts.","Abomination Vaults"
"<u><a href=""Feats.aspx?ID=787"">Glad-Hand</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","2","expert in <u><a href=""Skills.aspx?ID=6"">Diplomacy</u></a>","Make an Impression on a target you've just met.","—"
"<u><a href=""Feats.aspx?ID=1976"">Gladiator Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","<u><a href=""Feats.aspx?ID=793"">Impressive Performance</u></a>","You know how to turn combat into a form of entertainment.","—"
"<u><a href=""Feats.aspx?ID=869"">Godless Healing</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=6"" title=""World Guide"">World Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","2","<u><a href=""Feats.aspx?ID=760"">Battle Medicine</u></a>; can't have a patron deity","With limited access to divine healing magic, Rahadoumi often become adept at using ordinary medicine for when dangerous situations arise.","—"
"<u><a href=""Feats.aspx?ID=907"">Hellknight Armiger Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=6"" title=""World Guide"">World Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","member of a Hellknight Order; trained in heavy armor as well as your order's favored weapon","You have taken the first step to being a full Hellknight.","—"
"<u><a href=""Feats.aspx?ID=1982"">Herbalist Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","<u><a href=""Feats.aspx?ID=815"">Natural Medicine</u></a>; trained in <u><a href=""Skills.aspx?ID=10"">Nature</u></a>","You can create remedies and other herbal products.","—"
"<u><a href=""Feats.aspx?ID=1987"">Horizon Walker Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","trained in <u><a href=""Skills.aspx?ID=16"">Survival</u></a>","You've mastered travel within a specific type of terrain.","—"
"<u><a href=""Feats.aspx?ID=496"">Hunter's Aim</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=136"">Ranger</a></u>","2","&mdash;","When you focus on aiming, your attack becomes particularly accurate.","—"
"<u><a href=""Feats.aspx?ID=185"">Inspire Competence</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>","2","<a style=""text-decoration:underline"" href=""Muses.aspx?ID=2"">maestro muse</a>","You learn to aid your allies’ skills with your performance.","—"
"<u><a href=""Feats.aspx?ID=797"">Intimidating Prowess</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","2","Strength 16; expert in <u><a href=""Skills.aspx?ID=7"">Intimidation</u></a>","Gain a bonus to physically Demoralize a target.","—"
"<u><a href=""Feats.aspx?ID=368"">Intimidating Strike</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=68"">Fear</a></u>, <u><a href=""Traits.aspx?ID=71"">Fighter</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","2","&mdash;","Your blow not only wounds creatures but also shatters their confidence.","—"
"<u><a href=""Feats.aspx?ID=1844"">Investigator Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>, <u><a href=""Traits.aspx?ID=115"">Multiclass</a></u>","2","Intelligence 14","You gain the on the case class feature, which grants you both the Pursue a Lead activity and Clue In reaction.","—"
"<u><a href=""Feats.aspx?ID=1199"">Juggle</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=21"" title=""Pathfinder #151: The Show Must Go On"">Pathfinder #151</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=104"">Manipulate</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","2","Dexterity 16; trained in <u><a href=""Skills.aspx?ID=12"">Performance</u></a>","You can Juggle items and still use your hands between tosses.","Extinction Curse"
"<u><a href=""Feats.aspx?ID=1187"">Juggler Dedication</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=21"" title=""Pathfinder #151: The Show Must Go On"">Pathfinder #151</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","Dexterity 14","You become trained in Performance and gain the Juggle skill feat","Extinction Curse"
"<u><a href=""Feats.aspx?ID=800"">Lasting Coercion</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","2","expert in <u><a href=""Skills.aspx?ID=7"">Intimidation</u></a>","Coerce a target into helping you longer.","—"
"<u><a href=""Feats.aspx?ID=882"">Lastwall Sentry Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=6"" title=""World Guide"">World Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","member of the Knights of Lastwall; <u><a href=""Feats.aspx?ID=839"">Shield Block</u></a>","Swear yourself as a sentry for the Knights of Lastwall.","—"
"<u><a href=""Feats.aspx?ID=2137"">Lead Climber</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","2","expert in <u><a href=""Skills.aspx?ID=3"">Athletics</u></a>","Make Climbing safer for allies who Follow the Expert.","—"
"<u><a href=""Feats.aspx?ID=1670"">Lightslayer Oath</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=24"">Champion</a></u>, <u><a href=""Traits.aspx?ID=119"">Oath</a></u>","2","<a style=""text-decoration:underline"" href=""Tenets.aspx?ID=2"">tenets of evil</a>","You've sworn to rid the world of the self-righteousness of celestial beings.","—"
"<u><a href=""Feats.aspx?ID=1993"">Linguist Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","you speak at least three languages","You have studied languages and their development.","—"
"<u><a href=""Feats.aspx?ID=917"">Lion Blade Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=6"" title=""World Guide"">World Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","member of the Lion Blades; trained in <u><a href=""Skills.aspx?ID=12"">Performance</u></a>","You are a Lion Blade, an elite spy in the service of Taldor.","—"
"<u><a href=""Feats.aspx?ID=1570"">Living Hair</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=323"">Witch</a></u>","2","&mdash;","You can instantly grow or shrink your hair, eyebrows, beard, or mustache by up to several feet and manipulate your hair for use as a weapon, though your control isn't fine enough for more dexterous tasks.","—"
"<u><a href=""Feats.aspx?ID=888"">Living Monolith Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=6"" title=""World Guide"">World Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","<a style=""text-decoration:underline"" href=""Languages.aspx?ID=40"">Ancient Osiriani</a> and <a style=""text-decoration:underline"" href=""Languages.aspx?ID=35"">Sphinx</a> languages; trained in <u><a href=""Skills.aspx?ID=4"">Crafting</u></a>","Begin to process to become a living monolith.","—"
"<u><a href=""Feats.aspx?ID=2000"">Loremaster Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","trained in at least one skill to <a style=""text-decoration:underline"" href=""Actions.aspx?ID=22"">Decipher Writing</a>","You've compiled a vast repository of information that touches on nearly every subject.","—"
"<u><a href=""Feats.aspx?ID=186"">Loremaster's Etude</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=76"">Fortune</a></u>","2","<a style=""text-decoration:underline"" href=""Muses.aspx?ID=1"">enigma muse</a>","You magically unlock memories, making them easier to recall.","—"
"<u><a href=""Feats.aspx?ID=369"">Lunge</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=71"">Fighter</a></u>","2","&mdash;","Extending your body to its limits, you attack an enemy that would normally be beyond your reach.","—"
"<u><a href=""Feats.aspx?ID=1102"">Magaambyan Attendant Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","member of the Magaambya of attendant rank; trained in <u><a href=""Skills.aspx?ID=2"">Arcana</u></a> or <u><a href=""Skills.aspx?ID=10"">Nature</u></a>","You devote much of your study to halcyon magic.","—"
"<u><a href=""Feats.aspx?ID=1765"">Magic Hide</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=136"">Ranger</a></u>","2","an animal companion; warden spells","You can defend your companion in battle.","—"
"<u><a href=""Feats.aspx?ID=903"">Magic Warrior Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=6"" title=""World Guide"">World Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","ability to cast focus spells","You have taken up a nameless mask and sworn the oath of the magic warriors.","—"
"<u><a href=""Feats.aspx?ID=812"">Magical Crafting</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","2","expert in <u><a href=""Skills.aspx?ID=4"">Crafting</u></a>","Craft magic items.","—"
"<u><a href=""Feats.aspx?ID=813"">Magical Shorthand</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","2","expert in <u><a href=""Skills.aspx?ID=2"">Arcana</u></a>, <u><a href=""Skills.aspx?ID=10"">Nature</u></a>, <u><a href=""Skills.aspx?ID=11"">Occultism</u></a>, or <u><a href=""Skills.aspx?ID=13"">Religion</u></a>","Learn spells quickly and at a reduced cost.","—"
"<u><a href=""Feats.aspx?ID=2896"">Magical Understudy</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=394"">Evolution</a></u>, <u><a href=""Traits.aspx?ID=392"">Summoner</a></u>","2","&mdash;","Your eidolon evolves to cast spells.","—"
"<u><a href=""Feats.aspx?ID=2945"">Magus Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>, <u><a href=""Traits.aspx?ID=115"">Multiclass</a></u>","2","Strength 14 or Dexterity 14; Intelligence 14","You cast spells like a magus, gaining a spellbook with four common arcane cantrips of your choice.","—"
"<u><a href=""Feats.aspx?ID=2005"">Marshal Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","trained in martial weapons; trained in <u><a href=""Skills.aspx?ID=6"">Diplomacy</u></a> or <u><a href=""Skills.aspx?ID=7"">Intimidation</u></a>","You've combined your social skills and combat training to become a talented combat leader.","—"
"<u><a href=""Feats.aspx?ID=2018"">Martial Artist Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","&mdash;","You have trained to use your fists as deadly weapons.","—"
"<u><a href=""Feats.aspx?ID=2022"">Mauler Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","Strength 14","You specialize in weapons that require two hands.","—"
"<u><a href=""Feats.aspx?ID=2027"">Medic Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","2","<u><a href=""Feats.aspx?ID=760"">Battle Medicine</u></a>; trained in <u><a href=""Skills.aspx?ID=9"">Medicine</u></a>","You become an expert in Medicine.","—"
"<u><a href=""Feats.aspx?ID=556"">Minor Magic</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=139"">Rogue</a></u>","2","&mdash;","You’ve dabbled in a variety of tricks, gaining minor magical abilities from a particular tradition.","—"
"<u><a href=""Feats.aspx?ID=557"">Mobility</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=139"">Rogue</a></u>","2","&mdash;","You move in a way that denies your enemies the opportunity to retaliate.","—"
