"Name","PFS","Source","Rarity","Traits","Level","Prerequisites","Benefits","Spoilers?"
"<u><a href=""Feats.aspx?ID=2917"">Constricting Hold</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=386"">Eidolon</a></u>, <u><a href=""Traits.aspx?ID=394"">Evolution</a></u>, <u><a href=""Traits.aspx?ID=392"">Summoner</a></u>","8","&mdash;","Your eidolon constricts the creature, dealing bludgeoning damage equal to your eidolon's level plus its Strength modifier, with a basic Fortitude save against your spell DC.","—"
"<u><a href=""Feats.aspx?ID=1646"">Courageous Opportunity</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=16"">Auditory</a></u>, <u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>","8","<a style=""text-decoration:underline"" href=""Muses.aspx?ID=4"">warrior muse</a>","You bellow a ferocious call to arms, inspiring yourself to lash out at a foe.","—"
"<u><a href=""Feats.aspx?ID=288"">Cremate Undead</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=26"">Cleric</a></u>","8","&mdash;","Your positive energy sets undead alight.","—"
"<u><a href=""Feats.aspx?ID=617"">Crossblooded Evolution</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=148"">Sorcerer</a></u>","8","&mdash;","Odd interactions in your bloodline provide you with unexpected spells.","—"
"<u><a href=""Feats.aspx?ID=1999"">Crude Communication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","8","<u><a href=""Feats.aspx?ID=1993"">Linguist Dedication</u></a>","Even if you don't speak a creature's language, you can rely on inflection, root words, and body language to infer rudimentary meaning.","—"
"<u><a href=""Feats.aspx?ID=514"">Deadly Aim</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=123"">Open</a></u>, <u><a href=""Traits.aspx?ID=136"">Ranger</a></u>","8","<a style=""text-decoration:underline"" href=""Classes.aspx?ID=9"">weapon specialization</a>","You aim for your prey’s weak spots, making your shot more challenging but dealing more damage if you hit.","—"
"<u><a href=""Feats.aspx?ID=2708"">Deadly Butterfly</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=85"" title=""Pathfinder #166: Despair on Danger Island"">Pathfinder #166</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","8","<u><a href=""Feats.aspx?ID=2704"">Butterfly Blade Dedication</u></a>","You gain access to the butterfly sword's critical specialization effect.","—"
"<u><a href=""Feats.aspx?ID=1495"">Debilitating Dichotomy</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=319"">Oracle</a></u>","8","&mdash;","You can give others a glimpse of the impossible conflicts and unchecked power that courses through your body.","—"
"<u><a href=""Feats.aspx?ID=2081"">Deeper Dabbler</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","8","<u><a href=""Feats.aspx?ID=2079"">Talisman Dabbler Dedication</u></a>","With some streamlining to your process and a deeper collection of talisman materials, you make a greater number of talismans every day.","—"
"<u><a href=""Feats.aspx?ID=1715"">Deimatic Display</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=52"">Druid</a></u>","8","trained in <u><a href=""Skills.aspx?ID=7"">Intimidation</u></a>","Imitating animal threat displays, you make yourself appear larger and more imposing.","—"
"<u><a href=""Feats.aspx?ID=572"">Delay Trap</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=139"">Rogue</a></u>","8","&mdash;","You can jam the workings of a trap to delay its effects.","—"
"<u><a href=""Feats.aspx?ID=1613"">Disarming Assault</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=18"">Barbarian</a></u>, <u><a href=""Traits.aspx?ID=73"">Flourish</a></u>, <u><a href=""Traits.aspx?ID=135"">Rage</a></u>","8","trained in <u><a href=""Skills.aspx?ID=3"">Athletics</u></a>","You attack with enough force to knock the weapon out of your foe's hands.","—"
"<u><a href=""Feats.aspx?ID=1727"">Disorienting Opening</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=71"">Fighter</a></u>","8","<u><a href=""Feats.aspx?ID=145"">Attack of Opportunity</u></a>","You use your foes' openings to expose even greater weaknesses.","—"
"<u><a href=""Feats.aspx?ID=2227"">Diverse Recognition</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"" title=""PFS Guide"">PFS Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","8","<u><a href=""Feats.aspx?ID=871"">Pathfinder Agent Dedication</u></a>; master in a skill used to <a style=""text-decoration:underline"" href=""Actions.aspx?ID=26"">Recall Knowledge</a>","Your Pathfinder training allows you to quickly size up numerous threats.","—"
"<u><a href=""Feats.aspx?ID=698"">Divine Breadth</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","8","<u><a href=""Feats.aspx?ID=695"">Basic Cleric Spellcasting</u></a>","You can cast more divine spells each day.","—"
"<u><a href=""Feats.aspx?ID=1539"">Dual Finisher</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=322"">Finisher</a></u>, <u><a href=""Traits.aspx?ID=321"">Swashbuckler</a></u>","8","&mdash;","You split your attacks.","—"
"<u><a href=""Feats.aspx?ID=1116"">Dualistic Synergy</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=107"">Metamagic</a></u>","8","<u><a href=""Feats.aspx?ID=1115"">Halcyon Speaker Dedication</u></a>","If your next action is to Cast a Spell from your spell slots, you gain a benefit.","—"
"<u><a href=""Feats.aspx?ID=389"">Dueling Riposte</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=71"">Fighter</a></u>","8","<u><a href=""Feats.aspx?ID=367"">Dueling Parry (Fighter)</u></a>","You riposte against your flailing enemy.","—"
"<u><a href=""Feats.aspx?ID=195"">Eclectic Skill</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>","8","<a style=""text-decoration:underline"" href=""Muses.aspx?ID=3"">polymath muse</a>; master in <u><a href=""Skills.aspx?ID=11"">Occultism</u></a>","Your broad experiences translate to a range of skills.","—"
"<u><a href=""Feats.aspx?ID=2044"">Efficient Rituals</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","8","<u><a href=""Feats.aspx?ID=2041"">Ritualist Dedication</u></a>","You can perform some rituals in less time.","—"
"<u><a href=""Feats.aspx?ID=2176"">Elude the Divine</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=40"" title=""Legends"">Legends</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","8","<u><a href=""Feats.aspx?ID=2172"">Bright Lion Dedication</u></a>","You are able to escape inquisitions involving divine magic, allowing you to blend in well in Mzali but also to avoid unwanted attention in other oppressive theocracies.","—"
"<u><a href=""Feats.aspx?ID=289"">Emblazon Energy</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=26"">Cleric</a></u>","8","<u><a href=""Feats.aspx?ID=272"">Emblazon Armament</u></a>","With elemental forces, you make your emblazoned symbols more potent.","—"
"<u><a href=""Feats.aspx?ID=1962"">Enchanting Arrow</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","8","<u><a href=""Feats.aspx?ID=1960"">Eldritch Archer Dedication</u></a>","With a single whisper carried on the wind, you enchant your ammunition to make a foe more vulnerable to your attacks.","—"
"<u><a href=""Feats.aspx?ID=2918"">Energy Resistance</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=394"">Evolution</a></u>, <u><a href=""Traits.aspx?ID=392"">Summoner</a></u>","8","<u><a href=""Feats.aspx?ID=2888"">Energy Heart</u></a>","Your eidolon has stronger resistance.","—"
"<u><a href=""Feats.aspx?ID=1773"">Enlarge Companion</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=136"">Ranger</a></u>","8","an animal companion; warden spells","You make your companion enormous.","—"
"<u><a href=""Feats.aspx?ID=2241"">Familiar Form</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"" title=""PFS Guide"">PFS Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","8","<u><a href=""Feats.aspx?ID=1134"">Spellmaster Dedication</u></a>","You can use your magic to transform into a small creature of a type that commonly serves as a spellcaster's familiar, potentially allowing you to safely scout for your party while retaining a degree of spellcasting ability.","—"
"<u><a href=""Feats.aspx?ID=390"">Felling Strike</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=71"">Fighter</a></u>","8","&mdash;","Your attack can ground an airborne foe.","—"
"<u><a href=""Feats.aspx?ID=105"">Feral Mutagen</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=7"">Alchemist</a></u>","8","&mdash;","Your bestial mutagen brings out the beast lurking within you.","—"
"<u><a href=""Feats.aspx?ID=330"">Ferocious Shape</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=52"">Druid</a></u>","8","<u><a href=""Feats.aspx?ID=316"">Wild Shape</u></a>","You have mastered the shape of ferocious dinosaurs.","—"
"<u><a href=""Feats.aspx?ID=331"">Fey Caller</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=52"">Druid</a></u>","8","&mdash;","You have learned some of the tricks the fey use to bend primal magic toward illusions and trickery.","—"
"<u><a href=""Feats.aspx?ID=2977"">Fiery Retort</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=52"">Druid</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=72"">Fire</a></u>","8","<a style=""text-decoration:underline"" href=""DruidicOrders.aspx?ID=5"">flame order</a>","Ignoring your pain, you sear your attacker with a wave of flame.","—"
"<u><a href=""Feats.aspx?ID=2161"">Flamboyant Cruelty</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=40"" title=""Legends"">Legends</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","<u><a href=""Traits.aspx?ID=321"">Swashbuckler</a></u>","8","&mdash;","You love to kick your enemies when they're down, and you look fabulous when you do.","—"
"<u><a href=""Feats.aspx?ID=1953"">Flensing Slice</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","8","<u><a href=""Feats.aspx?ID=1950"">Dual-Weapon Warrior Dedication</u></a>","When you hit with both attacks with Double Slice, you flense the target, making it bleed and creating a weak spot.","—"
"<u><a href=""Feats.aspx?ID=1614"">Follow-Up Assault</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=18"">Barbarian</a></u>, <u><a href=""Traits.aspx?ID=135"">Rage</a></u>","8","&mdash;","Even in the face of failure you press the attack, determined to succeed.","—"
"<u><a href=""Feats.aspx?ID=2232"">Foolproof Instructions</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"" title=""PFS Guide"">PFS Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","8","<u><a href=""Feats.aspx?ID=1130"">Scrollmaster Dedication</u></a>","You feel confident that you can explain your scrolls so well that even your allies can use them.","—"
"<u><a href=""Feats.aspx?ID=1839"">Form Retention</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=166"">Wizard</a></u>","8","&mdash;","You have trained your mind and body to tolerate polymorph magic for longer periods of time, so long as you prepare for the change appropriately.","—"
"<u><a href=""Feats.aspx?ID=891"">Fortified Flesh</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=6"" title=""World Guide"">World Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","8","<u><a href=""Feats.aspx?ID=889"">Ka Stone Ritual</u></a>","Your flesh is resistent to physical damage.","—"
"<u><a href=""Feats.aspx?ID=1615"">Friendly Toss</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=18"">Barbarian</a></u>, <u><a href=""Traits.aspx?ID=104"">Manipulate</a></u>, <u><a href=""Traits.aspx?ID=135"">Rage</a></u>","8","&mdash;","You toss your friends around the battlefield.","—"
"<u><a href=""Feats.aspx?ID=152"">Furious Bully</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=18"">Barbarian</a></u>","8","master in <u><a href=""Skills.aspx?ID=3"">Athletics</u></a>","You bully foes across the battlefield.","—"
"<u><a href=""Feats.aspx?ID=2864"">Fused Staff</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=11"">Arcane</a></u>, <u><a href=""Traits.aspx?ID=389"">Magus</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","8","<a style=""text-decoration:underline"" href=""Actions.aspx?ID=755"">Spellstrike</a>","When you prepare a staff, you can hold it up to a weapon to merge the two items.","—"
"<u><a href=""Feats.aspx?ID=930"">Garden Path</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=8"" title=""Pathfinder #147: Tomorrow Must Burn"">Pathfinder #147</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","8","<u><a href=""Feats.aspx?ID=928"">Bellflower Dedication</u></a>","You can guide your crop to move without notice.","<u><a href=""Setting.aspx?Group=2"">Age of Ashes</a></u>"
"<u><a href=""Feats.aspx?ID=2242"">Glyph Expert</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"" title=""PFS Guide"">PFS Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","8","<u><a href=""Feats.aspx?ID=1134"">Spellmaster Dedication</u></a>","You've learned to recognize the telltale writings and other signs that indicate the presence of magical traps.","—"
"<u><a href=""Feats.aspx?ID=2734"">Golden League Xun Dedication</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=86"" title=""Pathfinder #167: Ready? Fight!"">Pathfinder #167</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","8","master in <u><a href=""Skills.aspx?ID=8"">Underworld Lore</u></a>","You are a xun for the Golden League, aiding the organization.","<u><a href=""Setting.aspx?Group=7"">Fists of the Ruby Phoenix</a></u>"
"<u><a href=""Feats.aspx?ID=1227"">Golem Grafter Dedication</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=29"" title=""Pathfinder #153: Life's Long Shadow"">Pathfinder #153</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","8","expert in <a style=""text-decoration:underline"" href=""Skills.aspx?ID=2"">Arcana</a> and <a style=""text-decoration:underline"" href=""Skills.aspx?ID=4"">Crafting</a>, or an ally with expert proficiency in those skills willing to augment you","Your flesh has been specially treated with the same arcane and alchemical processes used to toughen the skin of flesh golems.","Extinction Curse"
"<u><a href=""Feats.aspx?ID=1071"">Great Boaster</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","8","<u><a href=""Feats.aspx?ID=1067"">Firebrand Braggart Dedication</u></a>; Charisma 16","Your bragging is particularly effective.","—"
"<u><a href=""Feats.aspx?ID=1677"">Greater Cruelty</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=24"">Champion</a></u>","8","<u><a href=""Feats.aspx?ID=1673"">Cruelty</u></a>","The extent of the corruption within you does more than simply sap your foes' strength, it devastates their minds and reflexes.","—"
"<u><a href=""Feats.aspx?ID=232"">Greater Mercy</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=24"">Champion</a></u>","8","<u><a href=""Feats.aspx?ID=225"">Mercy</u></a>","Your faith enhances your ability to remove conditions.","—"
