"Name","PFS","Source","Rarity","Traits","Level","Prerequisites","Benefits","Spoilers?"
"<u><a href=""Feats.aspx?ID=2537"">Amorphous Aspect</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=339"">Ganzi</a></u>","5","&mdash;","Your body is supremely flexible.","—"
"<u><a href=""Feats.aspx?ID=1410"">Ancestral Suspicion</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=58"">Elf</a></u>","5","&mdash;","Long-lived elves have seen civilizations rise and fall, often at the hands of outside forces.","—"
"<u><a href=""Feats.aspx?ID=2394"">Anchoring Roots</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=225"">Leshy</a></u>","5","&mdash;","Small roots sprout from your feet, steadying you as you move.","—"
"<u><a href=""Feats.aspx?ID=32"">Animal Elocutionist</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=80"">Gnome</a></u>","5","<u><a href=""Feats.aspx?ID=26"">Burrow Elocutionist</u></a>","You hear animal sounds as conversations instead of unintelligent noise, and can respond in turn.","—"
"<u><a href=""Feats.aspx?ID=2636"">Animal Speaker</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=238"">Sprite</a></u>","5","ability to communicate with some type of animals (such as bats or arthropods)","You can speak to all animals, not just a particular subset.","—"
"<u><a href=""Feats.aspx?ID=2492"">Animalistic Resistance</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=337"">Beastkin</a></u>","5","&mdash;","Your animalistic connections help you resist natural afflictions.","—"
"<u><a href=""Feats.aspx?ID=1002"">Ankle Bite</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=81"">Goblin</a></u>","5","<u><a href=""Feats.aspx?ID=1000"">Fang Sharpener</u></a> or <u><a href=""Heritages.aspx?ID=18"">Razortooth Goblin</u></a> heritage","Whenever someone grabs onto you, you instinctively bite down hard.","—"
"<u><a href=""Feats.aspx?ID=2302"">Aquatic Conversationalist</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=336"">Azarketi</a></u>","5","&mdash;","You can ask questions of, receive answers from, and use the Diplomacy skill with animals with the amphibious or aquatic traits.","—"
"<u><a href=""Feats.aspx?ID=1287"">Athletic Might</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=124"">Orc</a></u>","5","&mdash;","Surviving in hostile terrain has given you a great talent for mobility.","—"
"<u><a href=""Feats.aspx?ID=2675"">Azarketi Weapon Aptitude</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=76"" title=""Azarketi Ancestry Web Supplement"">Azarketi Ancestry Web Supplement</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=336"">Azarketi</a></u>","5","<u><a href=""Feats.aspx?ID=2671"">Azarketi Weapon Familiarity</u></a>","You become familiar with using your weapons both in and out of water.","—"
"<u><a href=""Feats.aspx?ID=1354"">Blessed Blood (Aasimar)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=256"">Aasimar</a></u>","5","&mdash;","Your freshly spilled blood is sanctified, and ingesting it causes effects similar to those of holy water.","—"
"<u><a href=""Feats.aspx?ID=1288"">Bloody Blows</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=124"">Orc</a></u>","5","&mdash;","Your lethal unarmed attacks leave bloody gouges or cause severe internal bleeding.","—"
"<u><a href=""Feats.aspx?ID=7"">Boulder Roll</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=54"">Dwarf</a></u>","5","<u><a href=""Feats.aspx?ID=3"">Rock Runner</u></a>","Your dwarven build allows you to push foes around, just like a mighty boulder.","—"
"<u><a href=""Feats.aspx?ID=2835"">Bristle</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=89"" title=""The Mwangi Expanse"">The Mwangi Expanse</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=382"">Shisk</a></u>","5","&mdash;","You curl into a posture that splays out your bone spines.","—"
"<u><a href=""Feats.aspx?ID=1330"">Called</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=212"">Changeling</a></u>","5","&mdash;","You have heard the Call, and in constantly resisting that persistent demand, you've developed a mental bulwark against effects that would target your mind.","—"
"<u><a href=""Feats.aspx?ID=2637"">Catchy Tune</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=16"">Auditory</a></u>, <u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>, <u><a href=""Traits.aspx?ID=238"">Sprite</a></u>","5","&mdash;","You create a tune so catchy, your foes can't help but dance along.","—"
"<u><a href=""Feats.aspx?ID=1257"">Catfolk Weapon Rake</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=211"">Catfolk</a></u>","5","<u><a href=""Feats.aspx?ID=1255"">Catfolk Weapon Familiarity</u></a>","You know how to efficiently use weapons that rake across your enemies.","—"
"<u><a href=""Feats.aspx?ID=1355"">Celestial Resistance</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=256"">Aasimar</a></u>","5","&mdash;","Your growing connection to your celestial forebears has granted you one of their resistances as well.","—"
"<u><a href=""Feats.aspx?ID=2780"">Ceremony of Knowledge</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=89"" title=""The Mwangi Expanse"">The Mwangi Expanse</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=343"">Conrasu</a></u>","5","&mdash;","You tap into aeon knowledge.","—"
"<u><a href=""Feats.aspx?ID=2781"">Ceremony of Sunlight</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=89"" title=""The Mwangi Expanse"">The Mwangi Expanse</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=343"">Conrasu</a></u>","5","&mdash;","You have learned how to master the power contained within sunlight, just like the trees that form your body.","—"
"<u><a href=""Feats.aspx?ID=1003"">Chosen of Lamashtu</a></u>","<img alt=""PFS Restricted"" title=""PFS Restricted"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Restricted.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=81"">Goblin</a></u>","5","worshipper of <u><a href=""Deities.aspx?ID=11"">Lamashtu</u></a>","You bear the favor and blessings of Lamashtu, the Mother of Monsters.","—"
"<u><a href=""Feats.aspx?ID=968"">Clan Protector</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=54"">Dwarf</a></u>","5","&mdash;","Your clan dagger can protect your allies as easily as yourself.","—"
"<u><a href=""Feats.aspx?ID=74"">Clever Improviser</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>","5","&mdash;","You’ve learned how to handle situations when you’re out of your depth.","—"
"<u><a href=""Feats.aspx?ID=2506"">Clever Shadow</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=300"">Fetchling</a></u>, <u><a href=""Traits.aspx?ID=120"">Occult</a></u>, <u><a href=""Traits.aspx?ID=143"">Shadow</a></u>","5","&mdash;","You can perform simple Interact actions with your shadow, such as opening an unlocked door.","—"
"<u><a href=""Feats.aspx?ID=1258"">Climbing Claws</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=211"">Catfolk</a></u>","5","&mdash;","You can extend your claws to aid you in climbing.","—"
"<u><a href=""Feats.aspx?ID=2596"">Cloud Gazer</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=311"">Sylph</a></u>","5","&mdash;","Your connection to air allows you to see through obscuring mists.","—"
"<u><a href=""Feats.aspx?ID=2782"">Conrasu Weapon Understanding</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=89"" title=""The Mwangi Expanse"">The Mwangi Expanse</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=343"">Conrasu</a></u>","5","&mdash;","You have come to know conrasu weapons as you know yourself.","—"
"<u><a href=""Feats.aspx?ID=2426"">Cornered Fury</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=234"">Ratfolk</a></u>","5","&mdash;","When physically outmatched, you fight with unexpected ferocity.","—"
"<u><a href=""Feats.aspx?ID=2480"">Crystalline Dust</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=335"">Aphorite</a></u>","5","&mdash;","You've learned to disperse the crystalline motes coating your body as a haze.","—"
"<u><a href=""Feats.aspx?ID=60"">Cultural Adaptability</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=87"">Halfling</a></u>","5","&mdash;","During your adventures, you’ve honed your ability to adapt to the culture of the predominant ancestry around you.","—"
"<u><a href=""Feats.aspx?ID=2335"">Cunning Hair</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=212"">Changeling</a></u>","5","&mdash;","Your hair moves under your control.","—"
"<u><a href=""Feats.aspx?ID=950"">Darkseer</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>","5","<u><a href=""Feats.aspx?ID=942"">Gloomseer</u></a>","Zon-Kuthon smiles upon you—even if you curse his name—granting you pitch-black eyes that allow you to see in shadows and darkness.","—"
"<u><a href=""Feats.aspx?ID=980"">Defiance Unto Death</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=58"">Elf</a></u>","5","&mdash;","You loathe the alghollthus and their mind magic, and you’ve been trained to be willing to die rather than give into mental manipulation.","—"
"<u><a href=""Feats.aspx?ID=2416"">Defy Death</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=124"">Orc</a></u>","5","<u><a href=""Feats.aspx?ID=83"">Orc Ferocity</u></a>","You're exceptionally difficult to kill.","—"
"<u><a href=""Feats.aspx?ID=1399"">Defy the Darkness</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=54"">Dwarf</a></u>","5","<a style=""text-decoration:underline"" href=""Rules.aspx?ID=415"">darkvision</a>","Using ancient dwarven methods developed to fight enemies wielding magical darkness, you've honed your darkvision and sworn not to use such magic yourself.","—"
"<u><a href=""Feats.aspx?ID=2761"">Demonblood Frenzy</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=89"" title=""The Mwangi Expanse"">The Mwangi Expanse</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=124"">Orc</a></u>","5","tusks <a style=""text-decoration:underline"" href=""Traits.aspx?ID=199"">unarmed</a> attack","Just the taste of fiendish blood is enough to send blood rushing through your veins in a supernatural fury.","—"
"<u><a href=""Feats.aspx?ID=2452"">Devil in Plain Sight</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=48"">Divine</a></u>, <u><a href=""Traits.aspx?ID=127"">Polymorph</a></u>, <u><a href=""Traits.aspx?ID=258"">Tiefling</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","5","&mdash;","You've learned to draw your fiendish nature into a small ball of corruption and hide it in your soul.","—"
"<u><a href=""Feats.aspx?ID=2453"">Devilish Wiles</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=258"">Tiefling</a></u>","5","&mdash;","Traditionally, fiends are exceptionally good at persuading people to do things, even when their targets know it's a bad idea.","—"
"<u><a href=""Feats.aspx?ID=2796"">Distant Cackle</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=89"" title=""The Mwangi Expanse"">The Mwangi Expanse</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=219"">Gnoll</a></u>","5","<u><a href=""Heritages.aspx?ID=169"">Witch Gnoll</u></a> heritage","It takes a very brave person to enter the laughter-haunted forest where you dwell.","—"
"<u><a href=""Feats.aspx?ID=2437"">Dogfang Bite</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=240"">Tengu</a></u>","5","<u><a href=""Heritages.aspx?ID=111"">Dogtooth Tengu</u></a> heritage","You can swing your beak to slash your foes when piercing attacks won't do.","—"
"<u><a href=""Feats.aspx?ID=2676"">Drag Down</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=76"" title=""Azarketi Ancestry Web Supplement"">Azarketi Ancestry Web Supplement</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=336"">Azarketi</a></u>","5","&mdash;","While swimming in water at least 10 feet deep, you grab an adjacent creature (on nearby land or in the water) and pull it below the surface.","—"
"<u><a href=""Feats.aspx?ID=1400"">Dwarven Reinforcement</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=54"">Dwarf</a></u>","5","expert in <u><a href=""Skills.aspx?ID=4"">Crafting</u></a>","You can use your knowledge of engineering and metalwork to temporarily strengthen thick objects and structures.","—"
"<u><a href=""Feats.aspx?ID=8"">Dwarven Weapon Cunning</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=54"">Dwarf</a></u>","5","<u><a href=""Feats.aspx?ID=2"">Dwarven Weapon Familiarity</u></a>","You’ve learned cunning techniques to get the best effects out of your dwarven weapons.","—"
"<u><a href=""Feats.aspx?ID=1016"">Easily Dismissed</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=87"">Halfling</a></u>","5","&mdash;","You are practiced at blending into the background of the streets and halls of larger folk to ensure that you are overlooked.","—"
"<u><a href=""Feats.aspx?ID=1315"">Eat Fortune</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=47"">Divination</a></u>, <u><a href=""Traits.aspx?ID=48"">Divine</a></u>, <u><a href=""Traits.aspx?ID=240"">Tengu</a></u>","5","&mdash;","As someone tries to twist fate, you consume the interference.","—"
"<u><a href=""Feats.aspx?ID=995"">Eclectic Obsession</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=80"">Gnome</a></u>","5","<u><a href=""Feats.aspx?ID=29"">Gnome Obsession</u></a>","Your desire for stimulation has led you from one pursuit to another and granted you a smattering of expertise with myriad crafts and professions.","—"
"<u><a href=""Feats.aspx?ID=2584"">Elemental Bulwark</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=310"">Suli</a></u>","5","&mdash;","You call upon the corresponding elements of your suli heritage to resist the effect.","—"
"<u><a href=""Feats.aspx?ID=981"">Elven Instincts</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=58"">Elf</a></u>","5","&mdash;","Your senses let you react rapidly.","—"
"<u><a href=""Feats.aspx?ID=20"">Elven Weapon Elegance</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=58"">Elf</a></u>","5","<u><a href=""Feats.aspx?ID=14"">Elven Weapon Familiarity</u></a>","You are attuned to the weapons of your elven ancestors and are particularly deadly when using them.","—"
"<u><a href=""Feats.aspx?ID=1356"">Empyreal Blessing</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=256"">Aasimar</a></u>","5","&mdash;","You can call forth a benediction upon your allies, whether you pray to a deity of the celestial realms or just find the power within yourself.","—"
