"Name","PFS","Source","Rarity","Traits","Level","Prerequisites","Benefits","Spoilers?"
"<u><a href=""Feats.aspx?ID=2379"">Rallying Cry</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=16"">Auditory</a></u>, <u><a href=""Traits.aspx?ID=268"">Hobgoblin</a></u>","17","&mdash;","You call out to your allies and push them to give their all in combat.","—"
"<u><a href=""Feats.aspx?ID=1294"">Rampaging Ferocity</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=124"">Orc</a></u>","17","<u><a href=""Feats.aspx?ID=83"">Orc Ferocity</u></a>","You lash out viciously even as you fend off death.","—"
"<u><a href=""Feats.aspx?ID=2630"">Rampaging Form</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=341"">Kitsune</a></u>","17","<a style=""text-decoration:underline"" href=""Actions.aspx?ID=701"">Change Shape</a> with a fox alternate form","Once per day, when you Change Shape into a fox, you can instead gain the effects of both the canine form of 5th-level <u><a href=""Spells.aspx?ID=10""><i>animal form</i></a></u> and 7th-level <i>fiery body</i> for 1 minute or until you shift back, whichever comes first.","—"
"<u><a href=""Feats.aspx?ID=2433"">Ratfolk Growth</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=234"">Ratfolk</a></u>","17","&mdash;","You call upon the familial bonds you share with other ysoki to defend them in battle.","—"
"<u><a href=""Feats.aspx?ID=1429"">Reckless Abandon (Goblin)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=76"">Fortune</a></u>, <u><a href=""Traits.aspx?ID=81"">Goblin</a></u>","17","&mdash;","Despite a lifetime filled with questionable decisions, you've managed to survive, as though you have uncanny luck that lets you avoid the consequences of your own actions.","—"
"<u><a href=""Feats.aspx?ID=2400"">Regrowth</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=225"">Leshy</a></u>","17","&mdash;","Your command over your vital essence allows you or an ally to recover from grievous wounds.","—"
"<u><a href=""Feats.aspx?ID=1396"">Relentless Wings</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=258"">Tiefling</a></u>","17","<u><a href=""Feats.aspx?ID=1390"">Fiendish Wings</u></a>","Your wings are now a permanent part of your physiology.","—"
"<u><a href=""Feats.aspx?ID=1269"">Reliable Luck</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=211"">Catfolk</a></u>","17","<u><a href=""Feats.aspx?ID=1253"">Cat's Luck</u></a>","You have gone well past nine lives to survive danger with surprising regularity.","—"
"<u><a href=""Feats.aspx?ID=2414"">Scion Transformation</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=226"">Lizardfolk</a></u>, <u><a href=""Traits.aspx?ID=134"">Primal</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","17","&mdash;","You go into hibernation for 24 hours and perform a ritual dedicated to your ancestors, undergoing a one-time metamorphosis.","—"
"<u><a href=""Feats.aspx?ID=1436"">Shadow Self</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=87"">Halfling</a></u>","17","legendary in <u><a href=""Skills.aspx?ID=15"">Stealth</u></a>","With a powerful talent for misdirection, you slip from your adversaries' notice so thoroughly you appear to be somewhere else.","—"
"<u><a href=""Feats.aspx?ID=2447"">Soaring Form</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=240"">Tengu</a></u>","17","<u><a href=""Feats.aspx?ID=1320"">Soaring Flight</u></a>","Your wings grow stronger.","—"
"<u><a href=""Feats.aspx?ID=2578"">Stone Form</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=304"">Oread</a></u>","17","&mdash;","You can transform your body into a pure primal manifestation of earth, an elemental.","—"
"<u><a href=""Feats.aspx?ID=1406"">Stonegate</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=54"">Dwarf</a></u>","17","<u><a href=""Feats.aspx?ID=10"">Stonewalker</u></a>","Earthen barriers no longer impede your progress.","—"
"<u><a href=""Feats.aspx?ID=2604"">Storm Form</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=311"">Sylph</a></u>","17","&mdash;","You can transform into an elemental.","—"
"<u><a href=""Feats.aspx?ID=2341"">Stormy Heart</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=212"">Changeling</a></u>","17","<u><a href=""Feats.aspx?ID=2337"">Invoke the Elements</u></a>","The elemental power in your blood is a raging storm.","—"
"<u><a href=""Feats.aspx?ID=1347"">Symphony of Blood</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=215"">Dhampir</a></u>","17","&mdash;","You call forth the blood of your foes to grant you vigor.","—"
"<u><a href=""Feats.aspx?ID=2329"">Ten Lives</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=211"">Catfolk</a></u>","17","<u><a href=""Feats.aspx?ID=2322"">Evade Doom</u></a>","When your character would die, you can attempt a DC 17 flat check.","—"
"<u><a href=""Feats.aspx?ID=2616"">Tidal Shield</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=134"">Primal</a></u>, <u><a href=""Traits.aspx?ID=314"">Undine</a></u>, <u><a href=""Traits.aspx?ID=165"">Water</a></u>","17","&mdash;","You conjure the force of the tides to gain a +4 circumstance bonus to AC until the end of your next turn.","—"
"<u><a href=""Feats.aspx?ID=2448"">Trickster Tengu</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=240"">Tengu</a></u>","17","&mdash;","You can transform yourself or the bodies of others to express your displeasure.","—"
"<u><a href=""Feats.aspx?ID=2816"">True Gaze</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=89"" title=""The Mwangi Expanse"">The Mwangi Expanse</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=11"">Arcane</a></u>, <u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=47"">Divination</a></u>, <u><a href=""Traits.aspx?ID=381"">Goloma</a></u>","17","&mdash;","When you focus your eyes carefully, your gaze can pierce through all obfuscations, even magical ones.","—"
"<u><a href=""Feats.aspx?ID=2353"">Twist Healing</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=215"">Dhampir</a></u>","17","ability to cast <a style=""text-decoration:underline"" href=""Spells.aspx?ID=148""><i>heal</i></a> and <a style=""text-decoration:underline"" href=""Spells.aspx?ID=146""><i>harm</i></a>","Your connection to both life and undeath lets you twist the healing power of magic items to suit your own needs and aims.","—"
"<u><a href=""Feats.aspx?ID=2313"">Underwater Volcano</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=336"">Azarketi</a></u>","17","&mdash;","You can cast <i>volcanic eruption</i> as a 7th-level primal innate spell once per day.","—"
"<u><a href=""Feats.aspx?ID=2392"">Wyrmling Flight</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=224"">Kobold</a></u>","17","<u><a href=""Feats.aspx?ID=2389"">Hatchling Flight</u></a>","Your draconic wings have grown large and strong enough for flight.","—"
"<u><a href=""Feats.aspx?ID=2366"">Yamaraj's Grandeur</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=257"">Duskwalker</a></u>","17","&mdash;","You have been granted a sliver of the power of the yamaraj, the magistrates of the dead who agreed to allow duskwalkers to exist at all.","—"
"<u><a href=""Feats.aspx?ID=1660"">All in my Head</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=92"">Illusion</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","18","&mdash;","Using your occult connections and incredible powers of persuasion, you convince yourself that the triggering damage is a figment of your imagination.","—"
"<u><a href=""Feats.aspx?ID=1968"">Arrow of Death</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>","18","<u><a href=""Feats.aspx?ID=1960"">Eldritch Archer Dedication</u></a>","You modify an arrow or bolt to bring death to your target in a single potent hit.","—"
"<u><a href=""Feats.aspx?ID=1507"">Blaze of Revelation</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=319"">Oracle</a></u>","18","&mdash;","Your mind and body can, for a short time, withstand the devastation of overdrawing your curse.","—"
"<u><a href=""Feats.aspx?ID=628"">Bloodline Wellspring</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=148"">Sorcerer</a></u>","18","<u><a href=""Feats.aspx?ID=621"">Bloodline Focus</u></a>","Your blood’s power replenishes your focus.","—"
"<u><a href=""Feats.aspx?ID=174"">Brutal Critical</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=18"">Barbarian</a></u>","18","&mdash;","Your critical hits are particularly devastating.","—"
"<u><a href=""Feats.aspx?ID=259"">Celestial Form</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=24"">Champion</a></u>","18","<a style=""text-decoration:underline"" href=""Tenets.aspx?ID=1"">tenets of good</a>","You take on a celestial countenance, appearing like a type of celestial who serves your deity.","—"
"<u><a href=""Feats.aspx?ID=2882"">Conflux Wellspring</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=389"">Magus</a></u>","18","<u><a href=""Feats.aspx?ID=2875"">Conflux Focus</u></a>","You've achieved perfect magical and physical balance, allowing magic to flow into and through you more easily.","—"
"<u><a href=""Feats.aspx?ID=208"">Deep Lore</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>","18","<a style=""text-decoration:underline"" href=""Muses.aspx?ID=1"">enigma muse</a>; legendary in <u><a href=""Skills.aspx?ID=11"">Occultism</u></a>","Your repertoire is vast, containing far more spells than usual.","—"
"<u><a href=""Feats.aspx?ID=483"">Diamond Fists</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=112"">Monk</a></u>","18","&mdash;","Your body hardens as you combine your attacks, making your finishing blows more damaging.","—"
"<u><a href=""Feats.aspx?ID=1661"">Discordant Voice</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=147"">Sonic</a></u>","18","<a style=""text-decoration:underline"" href=""Spells.aspx?ID=386""><i>inspire courage</i></a>","Your <i>inspire courage</i> lets loose a discordant shriek that imbues your allies' attacks with powerful sonic reverberations.","—"
"<u><a href=""Feats.aspx?ID=1508"">Divine Effusion</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=319"">Oracle</a></u>","18","&mdash;","The power of your mystery surges through you like a font of divine energy, even when your own magic dwindles.","—"
"<u><a href=""Feats.aspx?ID=305"">Domain Wellspring</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=26"">Cleric</a></u>","18","<u><a href=""Feats.aspx?ID=295"">Domain Focus</u></a>","The intensity of your focus grows from the investment you’ve placed in your domains.","—"
"<u><a href=""Feats.aspx?ID=306"">Echoing Channel</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=26"">Cleric</a></u>, <u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=107"">Metamagic</a></u>","18","&mdash;","When you pull forth positive or negative energy, you also create a smaller pocket of that energy.","—"
"<u><a href=""Feats.aspx?ID=1831"">Echoing Spell</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=107"">Metamagic</a></u>, <u><a href=""Traits.aspx?ID=148"">Sorcerer</a></u>","18","&mdash;","You time the components of your spell with exacting precision, setting up a resonance that duplicates the spell's effects.","—"
"<u><a href=""Feats.aspx?ID=2733"">Effortless Reach</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=86"" title=""Pathfinder #167: Ready? Fight!"">Pathfinder #167</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=112"">Monk</a></u>","18","&mdash;","Focusing the powers of your ki to augment your blows, you stretch and lengthen your body in ways that defy logic.","<u><a href=""Setting.aspx?Group=7"">Fists of the Ruby Phoenix</a></u>"
"<u><a href=""Feats.aspx?ID=484"">Empty Body</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=112"">Monk</a></u>","18","ki spells","You transmute your body into an ethereal form.","—"
"<u><a href=""Feats.aspx?ID=209"">Eternal Composition</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>","18","<a style=""text-decoration:underline"" href=""Muses.aspx?ID=2"">maestro muse</a>","The world is a stage upon which you are always playing.","—"
"<u><a href=""Feats.aspx?ID=1692"">Fiendish Form</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=24"">Champion</a></u>","18","<a style=""text-decoration:underline"" href=""Tenets.aspx?ID=2"">tenets of evil</a>","Your features reshape into those of a type of fiend who serves your deity; for example, as a demon you might have putrid scales, twisted horns, and red eyes.","—"
"<u><a href=""Feats.aspx?ID=629"">Greater Crossblooded Evolution</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=148"">Sorcerer</a></u>","18","<u><a href=""Feats.aspx?ID=617"">Crossblooded Evolution</u></a>","Your bloodline is extraordinarily complex.","—"
"<u><a href=""Feats.aspx?ID=1124"">Halcyon Spellcasting Sage</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","18","<a style=""text-decoration:underline"" href=""Feats.aspx?ID=1122"">Halcyon Spellcasting Adept</a>; legendary in either <a style=""text-decoration:underline"" href=""Skills.aspx?ID=2"">Arcana</a> or <a style=""text-decoration:underline"" href=""Skills.aspx?ID=10"">Nature</a>, master in the other","Your command over halcyon magic is nearly unmatched.","—"
"<u><a href=""Feats.aspx?ID=1588"">Hex Wellspring</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=323"">Witch</a></u>","18","<u><a href=""Feats.aspx?ID=1583"">Hex Focus</u></a>","Focus flows from your patron each time you commune with your familiar.","—"
"<u><a href=""Feats.aspx?ID=596"">Implausible Infiltration</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=114"">Move</a></u>, <u><a href=""Traits.aspx?ID=139"">Rogue</a></u>","18","<u><a href=""Feats.aspx?ID=828"">Quick Squeeze</u></a>; legendary in <u><a href=""Skills.aspx?ID=1"">Acrobatics</u></a>","You find tiny holes or imperfections that no one else could see and try to somehow fit yourself through them.","—"
"<u><a href=""Feats.aspx?ID=1809"">Implausible Purchase (Rogue)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=139"">Rogue</a></u>","18","<u><a href=""Feats.aspx?ID=1798"">Predictive Purchase (Rogue)</u></a>","Even when impossible, you always have exactly what you need.","—"
